,ID,Year_Birth,Age,Age_category,Education,Marital_Status,Income,Income_category,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,TotalMnt,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,TotalAcceptedCmp,campaignAccept,Complain,Response
1801,6977,1974,40,4. Adult,2. Graduation,1. Married,75702.0,4. Upper,0,1,2012-10-14,87,1073,0,629,145,37,37,1921,1,10,5,13,6,0,0,1,0,0,1,Accept,0,0
1802,6289,1951,63,5. Elderly,3. Master,1. Married,59385.0,3. Upper-Middle,1,1,2013-04-28,85,135,0,10,0,4,36,185,2,3,1,4,5,0,0,0,0,0,0,Not Accept,0,0
1803,4168,1966,48,5. Elderly,2. Graduation,2. Single,37070.0,2. Lower-Middle,1,1,2013-03-20,30,231,7,137,4,15,39,433,9,5,1,8,7,0,0,0,0,0,1,Accept,0,1
1804,8397,1951,63,5. Elderly,2. Graduation,1. Married,44689.0,2. Lower-Middle,1,1,2014-01-10,82,18,0,5,0,0,11,34,2,1,1,2,7,1,0,0,0,0,1,Accept,0,0
1805,9284,1958,56,5. Elderly,2. Graduation,1. Married,53977.0,3. Upper-Middle,0,1,2013-06-08,21,620,16,165,0,24,82,907,5,5,5,12,5,0,0,0,0,0,0,Not Accept,0,0
1806,6237,1966,48,5. Elderly,4. PhD,2. Single,7144.0,1. Lower,0,2,2013-12-07,92,81,4,33,5,2,291,416,0,23,1,1,0,0,0,0,0,0,0,Not Accept,0,0
1807,3130,1964,50,5. Elderly,2. Graduation,2. Single,18701.0,1. Lower,1,1,2013-06-04,95,12,4,2,10,6,10,44,4,2,0,4,5,0,0,0,0,0,0,Not Accept,0,0
1808,1619,1956,58,5. Elderly,2. Graduation,1. Married,90369.0,4. Upper,0,0,2014-04-28,2,292,51,981,224,23,17,1588,1,4,6,6,1,0,0,0,0,0,1,Accept,0,1
1809,1990,1974,40,4. Adult,4. PhD,2. Single,63159.0,3. Upper-Middle,0,0,2012-11-05,74,965,34,586,89,86,37,1797,1,3,5,8,3,1,0,0,0,0,1,Accept,0,0
1810,5513,1966,48,5. Elderly,2. Graduation,1. Married,37758.0,2. Lower-Middle,1,1,2012-10-04,49,27,2,10,0,0,1,40,2,1,0,3,8,0,0,0,0,0,0,Not Accept,0,0
1811,269,1963,51,5. Elderly,4. PhD,2. Single,46757.0,2. Lower-Middle,0,1,2012-11-16,71,777,30,163,0,51,122,1143,6,4,4,7,9,0,0,0,0,0,0,Not Accept,0,0
1812,8093,1969,45,4. Adult,3. Master,1. Married,79734.0,4. Upper,0,0,2014-06-28,72,572,8,232,23,62,17,914,1,4,3,6,1,0,0,0,1,0,1,Accept,0,0
1813,10513,1992,22,3. Teenage,2. Graduation,1. Married,63207.0,3. Upper-Middle,0,0,2013-01-20,68,438,169,565,91,169,70,1502,1,2,3,6,7,0,0,0,1,0,1,Accept,0,0
1814,10177,1954,60,5. Elderly,2. Graduation,3. Divorced,72071.0,4. Upper,0,1,2013-02-14,4,531,69,300,150,138,150,1338,3,5,4,8,2,0,0,0,0,0,0,Not Accept,0,0
1815,2549,1983,31,4. Adult,4. PhD,1. Married,21840.0,1. Lower,1,0,2013-07-21,80,17,0,9,0,0,1,27,1,1,0,3,9,0,0,0,0,0,0,Not Accept,0,0
1816,5782,1982,32,4. Adult,3. Master,1. Married,58582.0,3. Upper-Middle,0,1,2013-09-28,15,402,35,106,101,77,42,763,2,9,2,9,5,0,1,0,0,0,1,Accept,0,0
1817,10057,1951,63,5. Elderly,2. Graduation,2. Single,72282.0,4. Upper,0,0,2013-07-19,70,503,27,419,90,139,153,1331,1,5,7,9,7,0,0,0,0,0,1,Accept,0,1
1818,10307,1956,58,5. Elderly,2. Graduation,1. Married,50387.0,2. Lower-Middle,0,2,2013-08-31,91,369,9,87,12,14,34,525,3,6,2,8,5,0,0,0,0,0,0,Not Accept,0,0
1819,8566,1961,53,5. Elderly,4. PhD,1. Married,32583.0,1. Lower,1,1,2014-06-15,10,5,0,3,0,0,1,9,1,1,0,2,7,0,0,0,0,0,0,Not Accept,0,0
1820,2415,1962,52,5. Elderly,2. Graduation,1. Married,62568.0,3. Upper-Middle,0,1,2014-04-07,99,362,17,398,80,35,61,953,3,5,3,5,4,0,0,0,1,0,1,Accept,0,0
1821,5684,1971,43,4. Adult,3. Master,3. Divorced,44635.0,2. Lower-Middle,1,1,2013-10-11,25,56,0,9,0,0,3,68,2,2,0,3,7,0,0,0,0,0,0,Not Accept,0,0
1822,8334,1971,43,4. Adult,3. Master,2. Single,33316.0,1. Lower,1,1,2013-10-04,34,79,1,31,4,4,12,131,3,2,1,4,6,0,0,0,0,0,0,Not Accept,0,0
1823,9166,1968,46,5. Elderly,2. Graduation,1. Married,63967.0,3. Upper-Middle,0,1,2013-08-09,57,387,84,141,73,35,162,882,3,4,4,12,2,0,0,0,0,0,0,Not Accept,0,0
1824,1440,1978,36,4. Adult,3. Master,1. Married,52513.0,3. Upper-Middle,0,0,2012-09-04,84,367,17,241,104,188,232,1149,2,9,5,9,7,0,0,0,0,0,0,Not Accept,0,0
1825,78,1969,45,4. Adult,2. Graduation,1. Married,25293.0,1. Lower,1,0,2013-09-15,51,15,0,11,0,2,9,37,1,1,1,2,8,0,0,0,0,0,0,Not Accept,0,0
1826,5441,1965,49,5. Elderly,4. PhD,4. Widow,54111.0,3. Upper-Middle,0,1,2013-08-25,97,267,6,54,8,3,50,388,2,5,2,6,5,0,0,0,0,0,0,Not Accept,0,0
1827,5302,1986,28,4. Adult,2. Graduation,1. Married,78394.0,4. Upper,0,0,2013-02-15,13,298,27,697,216,24,166,1428,1,4,6,5,2,0,0,0,0,0,1,Accept,0,1
1828,4687,1958,56,5. Elderly,3. Master,1. Married,80739.0,4. Upper,0,0,2013-05-23,92,674,92,736,39,0,92,1633,1,3,11,9,1,0,0,0,0,0,0,Not Accept,0,0
1829,1087,1975,39,4. Adult,3. Master,1. Married,22669.0,1. Lower,1,0,2013-05-22,30,16,14,36,37,22,48,173,3,4,1,2,9,0,0,0,0,0,1,Accept,0,1
1830,6859,1987,27,4. Adult,2. Graduation,2. Single,29236.0,1. Lower,1,0,2013-10-08,30,37,4,24,16,9,9,99,2,4,0,3,9,0,0,0,0,0,0,Not Accept,0,0
1831,9860,1959,55,5. Elderly,2. Graduation,1. Married,44911.0,2. Lower-Middle,0,1,2013-03-15,11,159,0,22,2,1,31,215,3,4,1,4,7,0,0,0,0,0,0,Not Accept,0,0
1832,7129,1962,52,5. Elderly,4. PhD,1. Married,54693.0,3. Upper-Middle,0,1,2013-02-17,72,686,17,142,23,26,35,929,8,6,4,13,6,0,0,0,0,0,0,Not Accept,0,0
1833,5866,1974,40,4. Adult,2. Graduation,1. Married,48186.0,2. Lower-Middle,1,0,2014-03-20,39,97,3,66,12,7,34,219,3,4,1,4,7,0,0,0,0,0,0,Not Accept,0,0
1834,10521,1977,37,4. Adult,2. Graduation,1. Married,54809.0,3. Upper-Middle,1,1,2013-09-11,0,63,6,57,13,13,22,174,4,2,1,5,4,0,0,0,0,0,1,Accept,0,1
1835,7393,1978,36,4. Adult,2. Graduation,1. Married,41580.0,2. Lower-Middle,1,1,2012-12-10,15,56,5,24,4,0,3,92,3,2,1,3,5,0,0,0,0,0,0,Not Accept,0,0
1836,7849,1970,44,4. Adult,4. PhD,1. Married,80336.0,4. Upper,0,0,2013-09-09,12,209,19,456,160,142,66,1052,1,2,9,13,1,0,0,0,0,0,0,Not Accept,0,0
1837,332,1957,57,5. Elderly,2. Graduation,1. Married,47743.0,2. Lower-Middle,0,1,2013-03-22,56,198,2,43,0,12,20,275,3,4,1,6,6,0,1,0,0,0,1,Accept,0,0
1838,9847,1955,59,5. Elderly,3. Master,1. Married,62972.0,3. Upper-Middle,0,1,2012-08-03,39,313,15,47,20,0,192,587,2,7,4,3,6,0,0,0,0,0,0,Not Accept,0,0
1839,531,1954,60,5. Elderly,4. PhD,3. Divorced,57333.0,3. Upper-Middle,0,1,2012-09-22,55,941,14,397,76,58,176,1662,11,8,5,9,6,0,0,0,0,0,1,Accept,0,1
1840,9576,1982,32,4. Adult,4. PhD,1. Married,32313.0,1. Lower,1,0,2013-02-11,60,86,4,56,2,4,7,159,3,4,0,4,9,0,0,0,0,0,0,Not Accept,0,0
1841,6906,1953,61,5. Elderly,3. Master,4. Widow,84953.0,4. Upper,0,0,2013-06-03,73,167,48,602,63,72,72,1024,1,3,10,4,2,0,1,1,1,0,4,Accept,0,1
1842,7419,1968,46,5. Elderly,3. Master,3. Divorced,27071.0,1. Lower,1,0,2014-04-23,90,8,3,19,0,2,3,35,2,2,0,3,6,0,0,0,0,0,0,Not Accept,0,0
1843,3170,1957,57,5. Elderly,3. Master,1. Married,68148.0,3. Upper-Middle,0,0,2013-08-31,86,389,66,408,37,57,85,1042,1,4,4,6,2,0,0,0,0,0,0,Not Accept,0,0
1844,8527,1965,49,5. Elderly,3. Master,1. Married,65735.0,3. Upper-Middle,1,1,2013-12-07,37,239,7,119,4,15,11,395,5,6,2,6,7,0,0,0,0,0,0,Not Accept,0,0
1845,7872,1975,39,4. Adult,4. PhD,1. Married,86836.0,4. Upper,0,0,2012-09-12,7,179,21,273,0,21,63,557,1,6,10,6,5,1,0,1,1,0,4,Accept,0,1
1846,9931,1963,51,5. Elderly,4. PhD,1. Married,4023.0,1. Lower,1,1,2014-06-23,29,5,0,1,1,1,1,9,15,0,0,0,19,0,0,0,0,0,0,Not Accept,0,0
1847,10595,1990,24,3. Teenage,2. Graduation,1. Married,30093.0,1. Lower,0,0,2013-07-08,19,2,6,28,13,4,16,69,1,2,0,3,7,0,0,0,0,0,0,Not Accept,0,0
1848,4609,1966,48,5. Elderly,4. PhD,1. Married,57705.0,3. Upper-Middle,0,1,2014-01-11,14,383,0,53,6,4,40,486,3,8,1,6,6,0,0,0,0,0,0,Not Accept,0,0
1849,5010,1988,26,4. Adult,2. Graduation,2. Single,25008.0,1. Lower,1,0,2014-02-02,72,2,8,8,6,1,9,34,2,1,0,3,8,0,0,0,0,0,0,Not Accept,0,0
1850,4427,1995,19,3. Teenage,3. Master,2. Single,83257.0,4. Upper,0,0,2012-09-18,56,536,27,590,38,107,67,1365,1,5,10,12,6,1,0,1,0,0,3,Accept,1,1
1851,11148,1975,39,4. Adult,2. Graduation,1. Married,22280.0,1. Lower,1,0,2013-05-19,85,2,1,4,3,1,2,13,1,1,0,2,8,0,0,0,0,0,0,Not Accept,0,0
1852,1168,1978,36,4. Adult,4. PhD,1. Married,72159.0,4. Upper,0,0,2012-10-29,62,322,53,899,34,40,53,1401,1,4,6,10,2,0,0,0,0,0,0,Not Accept,0,0
1853,9595,1961,53,5. Elderly,2. Graduation,1. Married,64260.0,3. Upper-Middle,0,0,2013-01-11,1,539,169,816,20,0,30,1574,1,4,5,4,3,0,0,0,0,0,1,Accept,0,1
1854,10163,1984,30,4. Adult,4. PhD,2. Single,82733.0,4. Upper,0,0,2013-09-10,28,712,50,420,65,38,38,1323,1,8,4,7,4,0,0,0,0,0,1,Accept,0,1
1855,2886,1971,43,4. Adult,3. Master,3. Divorced,74290.0,4. Upper,0,1,2013-08-12,70,1121,0,72,0,12,12,1217,4,10,8,10,6,0,1,0,1,0,2,Accept,0,0
1856,6710,1951,63,5. Elderly,3. Master,2. Single,58217.0,3. Upper-Middle,2,1,2012-11-17,84,68,1,13,3,5,13,103,1,2,0,4,6,0,0,0,0,0,0,Not Accept,0,0
1857,5316,1976,38,4. Adult,3. Master,1. Married,21024.0,1. Lower,0,0,2013-07-04,89,36,4,18,6,2,18,84,1,2,0,4,7,0,0,0,0,0,0,Not Accept,0,0
1858,9029,1972,42,4. Adult,4. PhD,1. Married,70116.0,4. Upper,0,0,2013-01-26,73,707,44,603,95,58,29,1536,1,2,8,12,1,0,0,0,0,0,0,Not Accept,0,0
1859,521,1985,29,4. Adult,2. Graduation,1. Married,54006.0,3. Upper-Middle,1,0,2012-09-18,42,174,77,203,6,24,97,581,2,8,1,7,7,0,0,0,0,0,0,Not Accept,0,0
1860,1459,1966,48,5. Elderly,4. PhD,1. Married,69063.0,4. Upper,0,1,2012-11-07,16,666,35,124,69,8,26,928,1,5,3,5,3,0,0,0,0,0,0,Not Accept,0,0
1861,10241,1975,39,4. Adult,3. Master,3. Divorced,11448.0,1. Lower,0,0,2013-12-15,16,0,0,0,6,2,6,14,1,1,0,2,6,0,0,0,0,0,0,Not Accept,0,0
1862,1630,1979,35,4. Adult,2. Graduation,2. Single,61825.0,3. Upper-Middle,0,1,2013-08-07,56,162,50,100,55,30,27,424,1,4,2,8,4,0,0,0,0,0,0,Not Accept,0,0
1863,3254,1971,43,4. Adult,2. Graduation,1. Married,70886.0,4. Upper,1,0,2013-10-14,65,407,70,239,103,88,53,960,1,5,4,4,2,0,0,0,0,0,0,Not Accept,0,0
1864,9064,1982,32,4. Adult,2. Graduation,1. Married,69109.0,4. Upper,0,0,2012-11-09,10,823,25,459,124,29,95,1555,1,6,6,7,4,0,0,1,0,0,2,Accept,0,1
1865,3678,1973,41,4. Adult,2. Graduation,4. Widow,60208.0,3. Upper-Middle,1,1,2012-10-07,13,488,23,71,15,0,59,656,11,8,3,7,7,0,1,0,0,0,2,Accept,0,1
1866,4227,1968,46,5. Elderly,3. Master,1. Married,32889.0,1. Lower,1,1,2013-09-06,78,28,0,13,4,2,8,55,3,2,1,3,5,0,0,0,0,0,0,Not Accept,0,0
1867,9467,1984,30,4. Adult,2. Graduation,2. Single,34738.0,1. Lower,1,0,2014-05-11,51,3,2,10,3,0,2,20,1,1,0,3,6,0,0,0,0,0,0,Not Accept,0,0
1868,8486,1971,43,4. Adult,3. Master,1. Married,30538.0,1. Lower,1,0,2012-10-01,27,284,0,52,8,3,20,367,4,9,0,4,10,0,0,0,0,0,0,Not Accept,0,0
1869,2186,1977,37,4. Adult,3. Master,1. Married,82326.0,4. Upper,0,0,2014-03-10,30,938,142,754,159,81,183,2257,1,5,10,6,2,0,1,1,1,0,4,Accept,0,1
1870,3286,1967,47,5. Elderly,4. PhD,3. Divorced,26642.0,1. Lower,1,0,2014-03-01,71,13,2,15,2,2,8,42,2,2,0,3,6,0,0,0,0,0,0,Not Accept,0,0
1871,8602,1964,50,5. Elderly,2. Graduation,3. Divorced,69932.0,4. Upper,0,1,2013-06-12,97,412,172,153,150,105,57,1049,2,7,6,11,4,0,0,0,0,0,0,Not Accept,0,0
1872,3722,1972,42,4. Adult,2. Graduation,2. Single,44503.0,2. Lower-Middle,1,1,2014-04-16,83,31,1,8,0,0,8,48,2,2,0,3,6,0,0,0,0,0,0,Not Accept,0,0
1873,6715,1948,66,6. Old,4. PhD,2. Single,60200.0,3. Upper-Middle,0,1,2013-01-02,3,502,19,132,0,6,26,685,6,6,2,11,6,0,0,0,0,0,0,Not Accept,0,0
1874,4796,1952,62,5. Elderly,2. Graduation,3. Divorced,49638.0,2. Lower-Middle,0,1,2014-04-19,71,18,10,3,3,5,0,39,1,1,0,3,2,0,0,0,0,0,0,Not Accept,0,0
1875,9612,1987,27,4. Adult,3. Master,2. Single,23830.0,1. Lower,0,0,2014-02-07,3,1,8,6,4,8,16,43,1,1,0,3,7,0,0,0,0,0,0,Not Accept,0,0
1876,3766,1959,55,5. Elderly,3. Master,4. Widow,33051.0,1. Lower,0,0,2012-08-16,15,100,71,243,108,94,219,835,3,9,1,8,9,0,0,0,0,0,1,Accept,0,1
1877,1399,1958,56,5. Elderly,2. Graduation,1. Married,72905.0,4. Upper,0,0,2014-01-21,52,407,114,445,181,165,203,1515,1,3,7,9,1,0,0,0,1,0,1,Accept,0,0
1878,1570,1951,63,5. Elderly,4. PhD,1. Married,69702.0,4. Upper,0,1,2013-02-19,8,664,9,240,50,19,57,1039,2,7,7,10,4,0,0,0,0,0,0,Not Accept,0,0
1879,3426,1975,39,4. Adult,2. Graduation,3. Divorced,70300.0,4. Upper,1,0,2013-07-15,89,1045,61,338,60,46,46,1596,3,5,5,13,8,0,0,0,0,0,0,Not Accept,0,0
1880,3074,1984,30,4. Adult,4. PhD,1. Married,70643.0,4. Upper,0,0,2012-10-15,66,1218,107,304,23,143,33,1828,1,5,8,4,6,0,0,0,0,0,1,Accept,0,1
1881,8341,1969,45,4. Adult,4. PhD,1. Married,30396.0,1. Lower,1,0,2014-04-30,22,15,0,6,0,1,12,34,2,1,1,2,7,1,0,0,0,0,2,Accept,0,1
1882,5180,1968,46,5. Elderly,4. PhD,3. Divorced,50616.0,2. Lower-Middle,0,1,2014-04-18,56,128,0,16,0,1,4,149,2,4,0,4,7,0,0,0,0,0,0,Not Accept,0,0
1883,6461,1969,45,4. Adult,3. Master,2. Single,62772.0,3. Upper-Middle,0,1,2013-05-19,74,581,49,157,43,8,108,946,1,5,6,11,2,0,1,0,0,0,1,Accept,0,0
1884,7679,1985,29,4. Adult,4. PhD,2. Single,30298.0,1. Lower,0,0,2014-05-19,48,6,3,12,6,1,0,28,1,1,1,3,3,0,0,0,0,0,0,Not Accept,0,0
1885,10702,1984,30,4. Adult,2. Graduation,2. Single,52413.0,3. Upper-Middle,1,0,2012-11-03,67,185,8,133,56,56,12,450,2,7,1,7,7,0,0,0,0,0,0,Not Accept,0,0
1886,7505,1957,57,5. Elderly,4. PhD,1. Married,44155.0,2. Lower-Middle,1,1,2014-01-19,24,22,1,9,0,0,14,46,1,1,1,2,4,0,0,0,0,0,0,Not Accept,0,0
1887,5113,1971,43,4. Adult,4. PhD,3. Divorced,86979.0,4. Upper,0,0,2013-11-07,67,584,100,835,65,83,35,1702,1,5,5,5,2,1,0,0,0,0,2,Accept,0,1
1888,10858,1975,39,4. Adult,2. Graduation,1. Married,76532.0,4. Upper,1,1,2013-09-09,38,355,30,177,90,138,30,820,4,9,5,7,5,0,0,0,0,0,0,Not Accept,0,0
1889,2961,1982,32,4. Adult,2. Graduation,1. Married,42081.0,2. Lower-Middle,1,0,2013-02-26,86,175,10,110,54,6,27,382,2,6,3,4,6,1,0,0,0,0,1,Accept,0,0
1890,2747,1988,26,4. Adult,4. PhD,1. Married,67546.0,3. Upper-Middle,0,0,2012-08-31,90,864,134,768,150,38,172,2126,1,4,10,5,3,0,0,0,0,0,0,Not Accept,0,0
1891,3010,1989,25,3. Teenage,3. Master,1. Married,88420.0,4. Upper,0,0,2014-05-02,87,957,153,612,99,95,153,2069,1,4,7,8,1,1,0,1,1,0,3,Accept,0,0
1892,5790,1985,29,4. Adult,2. Graduation,1. Married,31158.0,1. Lower,1,0,2013-01-27,62,25,6,16,20,0,5,72,2,2,0,3,8,0,0,0,0,0,0,Not Accept,0,0
1893,6892,1968,46,5. Elderly,2. Graduation,3. Divorced,61671.0,3. Upper-Middle,0,1,2014-06-03,23,641,7,56,0,0,28,732,8,10,4,6,8,0,1,0,1,0,2,Accept,0,0
1894,1743,1974,40,4. Adult,2. Graduation,2. Single,69719.0,4. Upper,0,0,2014-05-26,99,273,86,208,177,14,43,801,1,2,3,5,1,0,0,0,0,0,0,Not Accept,0,0
1895,3578,1949,65,5. Elderly,2. Graduation,3. Divorced,49160.0,2. Lower-Middle,0,1,2013-10-20,29,122,21,43,25,10,15,236,2,3,1,6,6,0,0,0,0,0,0,Not Accept,0,0
1896,8462,1978,36,4. Adult,1. Basic,1. Married,24882.0,1. Lower,1,0,2012-09-09,52,1,4,10,29,0,36,80,1,1,1,2,6,1,0,0,0,0,1,Accept,0,0
1897,5558,1954,60,5. Elderly,4. PhD,2. Single,90933.0,4. Upper,0,0,2014-03-31,90,1020,31,430,62,63,79,1685,1,4,6,4,1,0,0,1,0,0,1,Accept,0,0
1898,4619,1945,69,6. Old,4. PhD,2. Single,113734.0,4. Upper,0,0,2014-05-28,9,6,2,3,1,262,3,277,0,27,0,0,1,0,0,0,0,0,0,Not Accept,0,0
1899,8780,1950,64,5. Elderly,4. PhD,1. Married,59292.0,3. Upper-Middle,0,1,2013-06-13,71,378,14,68,19,14,14,507,2,3,5,8,3,0,0,0,0,0,0,Not Accept,0,0
1900,10789,1964,50,5. Elderly,4. PhD,1. Married,45759.0,2. Lower-Middle,1,1,2013-02-23,13,42,1,18,3,0,4,68,2,2,0,3,7,0,0,0,0,0,0,Not Accept,0,0
1901,10779,1983,31,4. Adult,2. Graduation,2. Single,22148.0,1. Lower,0,0,2014-04-13,16,15,5,14,0,4,11,49,1,1,0,3,7,0,0,0,0,0,0,Not Accept,0,0
1902,5896,1987,27,4. Adult,3. Master,1. Married,73395.0,4. Upper,0,0,2014-03-18,94,272,7,80,20,7,11,397,1,4,4,6,2,0,0,0,0,0,0,Not Accept,0,0
1903,2337,1971,43,4. Adult,2. Graduation,3. Divorced,29819.0,1. Lower,1,0,2013-10-24,77,9,1,24,2,1,2,39,3,3,0,3,6,0,0,0,0,0,0,Not Accept,0,0
1904,10951,1968,46,5. Elderly,2. Graduation,1. Married,45688.0,2. Lower-Middle,0,1,2014-01-25,20,279,0,18,0,0,9,306,2,3,1,8,4,0,1,0,0,0,1,Accept,0,0
1905,544,1954,60,5. Elderly,2. Graduation,1. Married,62820.0,3. Upper-Middle,0,0,2013-05-11,51,398,61,265,138,61,53,976,1,3,4,6,1,0,0,0,0,0,0,Not Accept,0,0
1906,17,1971,43,4. Adult,4. PhD,1. Married,60491.0,3. Upper-Middle,0,1,2013-09-06,81,637,47,237,12,19,76,1028,4,6,11,7,5,0,0,0,0,0,0,Not Accept,0,0
1907,10680,1986,28,4. Adult,2. Graduation,1. Married,33235.0,1. Lower,1,0,2014-02-05,71,45,0,16,2,1,6,70,1,3,0,3,7,0,0,0,0,0,0,Not Accept,0,0
1908,3265,1959,55,5. Elderly,2. Graduation,1. Married,35701.0,2. Lower-Middle,0,0,2013-03-19,36,21,1,9,7,3,5,46,1,1,0,3,6,0,0,0,0,0,0,Not Accept,0,0
1909,5623,1980,34,4. Adult,3. Master,1. Married,31535.0,1. Lower,1,0,2013-09-26,95,15,4,13,0,0,19,51,1,1,1,2,7,1,0,0,0,0,1,Accept,0,0
1910,5832,1960,54,5. Elderly,3. Master,1. Married,92556.0,4. Upper,0,0,2014-04-20,32,493,183,352,184,23,28,1263,0,3,5,13,0,0,0,0,0,0,0,Not Accept,0,0
1911,5544,1970,44,4. Adult,2. Graduation,2. Single,67384.0,3. Upper-Middle,0,1,2012-11-10,32,957,40,175,158,53,107,1490,2,7,8,5,5,0,1,0,0,0,1,Accept,0,0
1912,6417,1971,43,4. Adult,3. Master,1. Married,80573.0,4. Upper,0,0,2012-10-14,85,829,138,430,60,92,15,1564,1,4,6,13,2,0,0,0,0,0,0,Not Accept,0,0
1913,5831,1967,47,5. Elderly,2. Graduation,1. Married,77870.0,4. Upper,0,1,2012-08-22,93,1017,50,500,65,50,133,1815,3,5,5,5,8,0,1,0,1,0,3,Accept,0,1
1914,7101,1963,51,5. Elderly,4. PhD,4. Widow,52278.0,3. Upper-Middle,0,1,2013-01-25,24,953,0,71,0,0,174,1198,6,10,5,10,8,0,0,0,0,0,0,Not Accept,0,0
1915,10176,1968,46,5. Elderly,2. Graduation,2. Single,57107.0,3. Upper-Middle,0,1,2012-08-24,44,159,0,120,0,0,137,416,7,4,4,8,8,0,1,0,0,1,3,Accept,0,1
1916,2326,1990,24,3. Teenage,2. Graduation,1. Married,18929.0,1. Lower,0,0,2013-02-16,15,32,0,8,23,4,18,85,1,1,0,4,6,0,0,0,0,0,0,Not Accept,0,0
1917,4385,1981,33,4. Adult,4. PhD,2. Single,36038.0,2. Lower-Middle,1,0,2013-05-31,82,23,0,15,0,2,7,47,2,3,0,3,6,0,0,0,0,0,0,Not Accept,0,0
1918,2929,1976,38,4. Adult,2. Graduation,2. Single,20180.0,1. Lower,0,0,2013-02-20,27,18,42,24,15,20,18,137,1,2,1,4,7,0,0,0,0,0,0,Not Accept,0,0
1919,10686,1965,49,5. Elderly,4. PhD,1. Married,34230.0,1. Lower,1,1,2012-12-26,72,15,0,4,0,0,2,21,1,1,0,2,7,0,0,0,0,0,0,Not Accept,0,0
1920,2546,1977,37,4. Adult,3. Master,2. Single,31878.0,1. Lower,0,1,2014-06-22,7,23,4,5,10,5,23,70,1,1,0,4,3,0,0,0,0,0,0,Not Accept,0,0
1921,3283,1972,42,4. Adult,3. Master,1. Married,70932.0,4. Upper,0,1,2014-01-19,57,200,193,100,46,185,185,909,2,6,2,12,3,0,0,0,0,0,0,Not Accept,0,0
1922,3138,1956,58,5. Elderly,2. Graduation,2. Single,91249.0,4. Upper,0,0,2012-10-20,84,1324,27,119,71,108,27,1676,0,7,9,6,4,0,1,1,1,1,5,Accept,0,1
1923,4994,1943,71,6. Old,3. Master,2. Single,77598.0,4. Upper,0,0,2013-10-01,53,1193,33,281,129,66,33,1735,1,7,5,13,3,0,0,1,0,0,1,Accept,0,0
1924,7966,1959,55,5. Elderly,2. Graduation,2. Single,80982.0,4. Upper,1,1,2013-01-08,48,505,137,401,104,22,22,1191,3,11,5,11,5,0,0,0,0,0,0,Not Accept,1,0
1925,3112,1977,37,4. Adult,3. Master,1. Married,22701.0,1. Lower,1,0,2013-09-05,2,2,4,9,0,4,5,24,1,1,0,3,5,0,0,0,0,0,0,Not Accept,0,0
1926,10872,1969,45,4. Adult,4. PhD,1. Married,55212.0,3. Upper-Middle,0,1,2012-11-23,65,1103,0,45,0,0,34,1182,3,4,2,11,8,0,1,0,0,1,2,Accept,0,0
1927,2181,1970,44,4. Adult,2. Graduation,1. Married,70617.0,4. Upper,0,0,2013-06-23,45,353,61,753,40,46,27,1280,1,3,3,7,2,0,0,0,0,0,0,Not Accept,0,0
1928,1867,1957,57,5. Elderly,2. Graduation,2. Single,64849.0,3. Upper-Middle,0,0,2012-11-13,42,652,48,350,94,84,108,1336,1,9,3,6,5,0,0,0,0,0,1,Accept,0,1
1929,1518,1965,49,5. Elderly,3. Master,1. Married,62694.0,3. Upper-Middle,1,1,2013-06-17,29,379,6,157,25,91,91,749,5,9,3,7,7,0,0,0,0,0,0,Not Accept,0,0
1930,5734,1974,40,4. Adult,4. PhD,1. Married,61917.0,3. Upper-Middle,1,1,2013-11-20,83,46,4,36,2,2,1,91,1,2,0,4,5,0,0,0,0,0,0,Not Accept,0,0
1931,2878,1947,67,6. Old,4. PhD,1. Married,67472.0,3. Upper-Middle,0,1,2013-09-28,93,162,31,127,8,17,69,414,2,4,2,7,3,0,0,0,0,0,0,Not Accept,0,0
1932,1458,1982,32,4. Adult,3. Master,1. Married,21059.0,1. Lower,1,0,2014-01-07,40,8,3,19,3,3,8,44,3,3,0,3,6,0,0,0,0,0,0,Not Accept,0,0
1933,7007,1968,46,5. Elderly,3. Master,1. Married,29543.0,1. Lower,2,0,2014-04-01,47,17,3,18,3,4,18,63,2,3,1,2,7,0,0,0,0,0,0,Not Accept,0,0
1934,6200,1951,63,5. Elderly,2. Graduation,1. Married,75903.0,4. Upper,0,1,2013-04-08,50,340,108,185,130,38,100,901,2,6,6,9,3,0,0,0,0,0,0,Not Accept,0,0
1935,1403,1975,39,4. Adult,3. Master,1. Married,34984.0,1. Lower,1,1,2012-09-06,40,8,4,15,3,5,3,38,2,1,0,3,7,0,0,0,0,0,0,Not Accept,0,0
1936,4827,1956,58,5. Elderly,4. PhD,2. Single,54998.0,3. Upper-Middle,0,1,2013-03-10,3,154,22,202,39,30,8,455,5,4,2,9,4,0,0,0,0,0,1,Accept,0,1
1937,6250,1949,65,5. Elderly,4. PhD,4. Widow,54356.0,3. Upper-Middle,0,1,2012-11-19,62,710,15,30,20,0,0,775,3,11,2,8,8,0,0,0,0,0,1,Accept,0,1
